Cód;ME;DiCo;DiCoFre;LATITUDE;LONGITUDE
SC0071;SCL69;1108;110813;39.23698;-9.262208
SC0072;SCL73;1108;110813;39.237774;-9.257595
SC0073;SCL78;1108;110812;39.247;-9.322215
SC0074;SCL82;1108;110812;39.2504;-9.325031
SD0001;SD05V;1104;;;
SD0002;SD0U9;1104;110407;39.255156;-9.078357
SD0003;SD1A1;1104;110411;39.228623;-9.094378
SD0004;SD1U6;1104;110412;39.24247;-9.060936
SD0005;SD21V;1104;110409;39.284333;-9.104414
SD0006;SD23A;1104;110412;39.23039;-9.052311
SD0007;SD2U2;1104;110401;39.28545;-8.996921
SD0008;SD2U4;1104;110407;39.264967;-9.071722
SD0009;SD2U9;1104;110409;39.26649;-9.119027
SD0010;SD3A0;1104;110412;39.219093;-9.084158
SD0011;SD3AE;1104;110401;39.283505;-9.021996
SD0012;SD3C4;1104;110413;39.293883;-9.06363
SD0013;SD3U0;1103;110301;39.227812;-8.981141
SD0014;SD41A;1104;110411;39.22944;-9.094018
SD0015;SD6A8;1104;;;
SD0016;SD6U0;1104;;;
SD0017;SD72A;1104;110413;39.29803;-9.029868
SD0018;SD7A6;1104;110409;39.26831;-9.109275
SD0019;SD7A8;1104;110407;39.26867;-9.051214
SD0020;SD7U0;1104;110409;;
SD0021;SD7U2;1104;110412;39.23427;-9.048631
SD0022;SD83U;1104;110409;39.273428;-9.078728
SD0023;SD89U;1104;110413;39.29517;-9.060227
SD0024;SD8A2;1104;110412;39.232036;-9.059964
SD0025;SD93C;1104;110410;39.19109;-9.112508
SD0026;SD97U;1104;110412;39.241479;-9.061529
SD0027;SD9AB;1104;110412;39.211839;-9.067644
SD0028;SD9AD;1104;110401;39.27675;-9.001384
SD0029;SD9AF;1104;110409;39.276902;-9.09582
SD0030;SD9U0;1104;110412;39.22493;-9.049864
SD0031;SD9U8;1104;110412;;
SD0032;SDA14;1104;;;
SD0033;SDA65;1104;;;
SD0034;SDB13;1104;110412;39.20264;-9.072161
SD0035;SDB35;1104;110412;;
SD0036;SDC20;1104;110407;39.25766;-9.043552
SD0037;SDU09;1104;110401;39.29202;-8.99807
SD0038;SDU11;1104;110401;39.28535;-8.996942
SD0039;SDU13;1104;110401;39.28442;-8.997025
SD0040;SDU24;1104;110412;;
SD0041;SDU27;1104;110412;39.19856;-9.066766
SD0042;SDU56;1104;110412;39.227324;-9.075846
SD0043;SDU64;1104;110401;39.28179;-9.024219
SD0044;SDU72;1104;110412;39.235;-9.067619
SD0045;SDU89;1104;110401;39.281936;-9.028065
SD0046;SDU95;1104;;;
SD0047;SDV27;1104;110411;39.23324;-9.094006
SD0048;SDV28;1104;110401;39.286454;-8.997448
SD0049;SDV35;1104;110401;39.273288;-8.999463
SD0050;SDV56;1104;110412;39.22021;-9.071474
SD0051;SDV61;1104;110407;39.279036;-9.058745
SE0001;SE0C1;1406;140604;39.15554;-8.850146
SE0002;SE14D;1406;140607;;
SE0003;SE1A7;1406;140610;39.176032;-8.857078
SE0004;SE22A;1406;140610;39.17081;-8.892362
SE0005;SE2A7;1406;140604;39.144172;-8.877872
SE0006;SE35A;1406;;;
SE0007;SE35D;1406;140609;39.162756;-8.827099
SE0008;SE37D;1406;;;
SE0009;SE38D;1407;140709;39.155961;-8.345788
SE0010;SE3C2;1406;140608;39.101584;-8.804773
SE0011;SE3C3;1406;;;
SE0012;SE3C6;1406;140604;39.1337;-8.849795
SE0013;SE42A;1406;140604;;
SE0014;SE48A;1406;140604;39.13509;-8.870575
SE0015;SE4A5;1103;110302;39.12283;-8.863003
SE0016;SE5AE;1406;140604;39.16953;-8.844123
SE0017;SE5AG;1406;140604;39.16703;-8.848244
SE0018;SE60A;1103;110302;39.09981;-8.805436
SE0019;SE66D;1406;;;
SE0020;SE68D;1406;140608;39.1104;-8.796798
SE0021;SE6AE;1406;140609;39.14913;-8.797447
SE0022;SE76A;1406;140608;39.13075;-8.798811
SE0023;SE76D;1406;140608;39.1129;-8.81335
SE0024;SE78A;1103;110302;39.102645;-8.814965
SE0025;SE79A;1406;;;
SE0026;SE7A0;1406;140604;;
SE0027;SE80A;1406;;;
SE0028;SE84A;1406;140609;39.156894;-8.820947
SE0029;SE8A5;1406;;;
SE0030;SE96C;1406;140609;39.175703;-8.798998
SE0031;SE9B5;1406;;;
SE0032;SEA06;1406;140604;39.141566;-8.852389
SE0033;SEA48;1406;140609;39.154299;-8.795478
SE0034;SEA49;1406;140609;39.161007;-8.768856
SE0035;SEA61;1406;140609;;
SE0036;SEB08;1406;140604;39.16073;-8.840801
SE0037;SEB64;1406;140604;39.150774;-8.879849
SE0038;SEC16;1406;140604;39.14439;-8.859407
SE0039;SEC46;1103;110310;39.18455;-8.893587
SE0040;SEC60;1406;140610;39.153804;-8.885463
SE0041;SEC61;1406;140608;39.1309;-8.778089
SE0042;SEC73;1406;140610;39.166374;-8.891149
SE0043;SEC77;1406;140605;39.13961;-8.723066
SE0044;SEC82;1406;;;
SE0045;SEC95;1406;140604;39.134667;-8.821133
SE0046;SEC99;1406;140604;39.142881;-8.827641
SF0001;SF01A;1403;140301;39.216188;-8.630469
SF0002;SF0AD;1403;140302;39.12121;-8.652115
SF0003;SF0C1;1403;140304;;
SF0004;SF1AC;1403;140301;39.21713;-8.627181
SF0005;SF24A;1403;140303;;
SF0006;SF45D;1403;140304;39.10394;-8.495093
SF0007;SF46D;1403;140304;39.10832;-8.491958
SF0008;SF50D;1403;140304;39.105987;-8.542213
SF0009;SF54D;1403;140301;39.2324;-8.656136
SF0010;SF55A;1403;140303;39.16273;-8.50602
SF0011;SF5AC;1403;140304;39.106001;-8.571915
SF0012;SF64C;1403;;;
SF0013;SF7C2;1403;140303;39.16461;-8.532612
SF0014;SF8AC;1403;140302;39.1378;-8.635642
SF0015;SF97A;1403;;;
SF0016;SF98A;1415;141503;39.09781;-8.684108
SF0017;SF9A0;1403;140301;39.206708;-8.672199
SF0018;SFB31;1403;140301;39.15559;-8.635048
SF0019;SFB39;1403;;;
SF0020;SFC05;1403;140304;39.118241;-8.564045
SF0021;SFC13;1403;140301;39.161871;-8.664814
SF0022;SFC15;1403;140304;39.13064;-8.603299
SF0023;SFC18;1403;140301;39.223521;-8.651415
SG0001;SG02D;1113;111314;;
SG0002;SG08D;1113;111317;39.029392;-9.259358
SG0003;SG09B;1113;111314;39.093827;-9.392189
SG0004;SG0AR;1113;111318;39.070781;-9.332385
SG0005;SG0BN;1113;111310;39.098939;-9.323066
SG0006;SG0F4;1113;111325;;
SG0007;SG0F6;1113;;;
SG0008;SG0J1;1113;111325;39.14514;-9.165692
SG0009;SG0J9;1113;111318;;
SG0010;SG0K3;1113;111306;39.01771;-9.318324
SG0011;SG10A;1113;111310;39.10059;-9.310326
SG0012;SG11K;1113;111314;;
SG0013;SG12E;1113;111311;39.12507;-9.232152
SG0014;SG14K;1113;111321;;
SG0015;SG18E;1113;111314;39.0893;-9.399445
SG0016;SG1AR;1113;111310;39.09509;-9.308157
SG0017;SG1BC;1113;111311;39.14025;-9.23971
SG0018;SG1CH;1113;111326;39.104566;-9.280124
SG0019;SG1D4;1113;111314;39.09887;-9.400455
SG0020;SG1D7;1113;111314;39.08931;-9.390915
SG0021;SG1D8;1113;111314;39.092686;-9.392626
SG0022;SG1F2;1113;111311;39.13819;-9.223321
SG0023;SG1F3;1113;111311;;
SG0024;SG1F5;1113;111325;39.136977;-9.186139
SG0025;SG1F9;1113;111322;39.19642;-9.203634
SG0026;SG1J2;1113;111324;39.05239;-9.208277
SG0027;SG1J9;1113;;;
SG0028;SG1R1;1113;111324;39.028289;-9.161637
SG0029;SG1R9;1113;111321;39.13145;-9.336138
SG0030;SG20F;1113;111325;;
SG0031;SG21L;1113;111317;39.028572;-9.260642
SG0032;SG24E;1113;111325;39.143843;-9.164136
SG0033;SG27L;1113;111324;;
SG0034;SG29D;1113;111317;39.04288;-9.265102
SG0035;SG2AN;1113;111321;39.16167;-9.319293
SG0036;SG2BJ;1113;111317;39.034264;-9.262712
SG0037;SG2BT;1113;111318;39.068401;-9.299559
SG0038;SG2CE;1113;111316;39.126757;-9.344971
SG0039;SG2D1;1113;;;
SG0040;SG2F3;1113;111322;39.186658;-9.243574
SG0041;SG2F9;1113;111321;39.16187;-9.312904
SG0042;SG2J0;1113;111306;;
SG0043;SG2K2;1113;111311;39.158503;-9.23968
SG0044;SG2R8;1113;111306;39.041095;-9.336306
SG0045;SG30F;1113;;;
SG0046;SG33F;1113;111316;39.126501;-9.346169
SG0047;SG34B;1113;111321;39.129952;-9.3055
SG0048;SG36F;1113;111310;39.11114;-9.321424
SG0049;SG37L;1113;;;
SG0050;SG3AU;1113;111314;39.060275;-9.411186
SG0051;SG3B0;1113;111314;39.055557;-9.411774
SG0052;SG3BA;1113;111325;39.115313;-9.154144
SG0053;SG3BE;1113;111325;39.159615;-9.153977
SG0054;SG3BR;1113;111325;39.1606;-9.154519
SG0055;SG3J8;1113;111325;39.145959;-9.183645
SG0056;SG3J9;1113;111326;39.107515;-9.301543
SG0057;SG3R1;1113;111326;39.08644;-9.279499
SG0058;SG3R9;1113;111326;39.10976;-9.298936
SG0059;SG41B;1113;111314;39.06494;-9.38772
SG0060;SG41L;1113;111322;;
SG0061;SG42F;1113;;;
SG0062;SG42L;1113;111322;39.190242;-9.252003
SG0063;SG43L;1113;111321;;
SG0064;SG45B;1113;111326;;
SG0065;SG45D;1113;;;
SG0066;SG45F;1113;111323;39.07214;-9.149399
SG0067;SG47L;1113;;;
SG0068;SG48K;1113;111323;39.086911;-9.151573
SG0069;SG4BV;1113;111311;39.13586;-9.209507
SG0070;SG4E2;1113;111314;39.056743;-9.410859
SG0071;SG4J9;1113;111314;39.097054;-9.401368
SG0072;SG4K8;1113;111324;39.027827;-9.162145
SG0073;SG4R9;1113;111321;39.15496;-9.314108
SG0074;SG50K;1113;111310;39.109162;-9.318535
SG0075;SG51D;1113;111316;39.11141;-9.379272
SG0076;SG54K;1113;111322;39.183195;-9.269489
SG0077;SG57F;1113;111317;39.02514;-9.23726
SG0078;SG58F;1113;111326;39.058011;-9.231751
SG0079;SG5B3;1113;111310;39.08813;-9.314124
SG0080;SG5BX;1113;111314;39.061333;-9.369648
SG0081;SG5J0;1113;111326;39.11476;-9.234863
SG0082;SG5J3;1113;111317;39.05405;-9.235591
SG0083;SG5J7;1113;111318;39.04499;-9.308767
SG0084;SG5J9;1113;111314;;
SG0085;SG5K3;1113;111326;39.10384;-9.304503
SG0086;SG5R6;1113;111326;39.120362;-9.294051
SG0087;SG61A;1113;111306;39.02057;-9.32855
SG0088;SG64D;1113;;;
SG0089;SG64K;1113;111326;;
SG0090;SG64R;1113;;;
SG0091;SG67A;1113;111322;39.18357;-9.230145
SG0092;SG69F;1113;111321;;
SG0093;SG6A8;1113;111324;39.02572;-9.207718
SG0094;SG6BY;1113;111318;39.046033;-9.343634
SG0095;SG71K;1113;111311;39.1695;-9.246129
SG0096;SG76A;1113;;;
SG0097;SG79F;1113;111318;39.047441;-9.321195
SG0098;SG7A9;1113;111324;39.0303;-9.189277
SG0099;SG7B1;1113;;;
SG0100;SG7BH;1113;111318;39.05974;-9.316392
SG0101;SG7BT;1113;111318;39.074224;-9.298484
SG0102;SG7J3;1113;111310;;
SG0103;SG7J7;1113;111325;39.134873;-9.197902
SG0104;SG7K7;1113;111316;39.11465;-9.369805
SG0105;SG7R3;1113;111321;39.13989;-9.327527
SG0106;SG81A;1113;111321;;
SG0107;SG81F;1113;111321;39.14097;-9.285295
SG0108;SG81K;1113;111322;39.18997;-9.212503
SG0109;SG82E;1113;111324;39.03742;-9.178395
SG0110;SG82F;1113;111321;;
SG0111;SG82J;1113;111318;39.08306;-9.327729
SG0112;SG83J;1113;;;
SG0113;SG84K;1113;111324;39.03245;-9.190612
SG0114;SG85A;1113;111314;39.093809;-9.397513
SG0115;SG85F;1113;111311;39.1681;-9.248177
SG0116;SG89F;1113;111314;39.09582;-9.398005
SG0117;SG89K;1113;111325;;
SG0118;SG8A1;1113;111321;39.1627;-9.314234
SG0119;SG8A7;1113;111314;;
SG0120;SG8AD;1113;111326;39.06964;-9.277573
SG0121;SG8AU;1113;111311;39.17106;-9.256509
SG0122;SG8B0;1113;111317;39.01849;-9.237212
SG0123;SG8B4;1113;111326;39.119731;-9.297131
SG0124;SG8F0;1113;111321;39.14777;-9.344067
SG0125;SG8F8;1113;111306;39.035508;-9.316336
SG0126;SG8K2;1113;;;
SG0127;SG8R0;1113;111323;39.06902;-9.161551
SG0128;SG8R6;1113;111323;39.081969;-9.144235
SG0129;SG90A;1113;111314;39.093237;-9.399326
SG0130;SG91K;1113;111325;39.15143;-9.173717
SG0131;SG91R;1113;111321;39.16198;-9.344328
SG0132;SG94R;1113;111324;39.01382;-9.196583
SG0133;SG97F;1113;111321;39.152621;-9.328789
SG0134;SG99F;1113;111318;39.043187;-9.3406
SG0135;SG99R;1113;111314;39.068148;-9.38668
SG0136;SG9A0;1113;111314;;
SG0137;SG9A3;1113;111314;39.06806;-9.382931
SG0138;SG9A4;1113;111321;39.14202;-9.359314
SG0139;SG9AE;1113;111326;39.11973;-9.297131
SG0140;SG9B1;1113;;;
SG0141;SG9CD;1113;111321;39.15702;-9.285151
SG0142;SGA01;1113;;;
SG0143;SGA05;1113;111311;;
SG0144;SGA36;1113;111314;39.079109;-9.398765
SG0145;SGA47;1113;;;
SG0146;SGA65;1113;111322;39.19601;-9.213828
SG0147;SGA67;1113;111322;39.19503;-9.204692
SG0148;SGA79;1113;;;
SG0149;SGA86;1113;111324;39.054888;-9.210363
SG0150;SGA97;1113;;;
SG0151;SGB06;1113;111325;39.15375;-9.160222
SG0152;SGB11;1113;111326;39.10292;-9.267944
SG0153;SGB22;1113;111325;39.12663;-9.144439
SG0154;SGB23;1113;;;
SG0155;SGB37;1113;111322;39.19517;-9.210778
SG0156;SGB50;1113;111321;39.1266;-9.293629
SG0157;SGC94;1113;;;
SG0158;SGC95;1113;111321;39.15797;-9.2846
SG0159;SGD75;1113;;;
SG0160;SGE58;1113;111321;39.14354;-9.323832
SG0161;SGE89;1113;111310;;
SG0162;SGF11;1113;111316;39.091029;-9.346357
SG0163;SGF23;1113;111316;39.11391;-9.328574
SG0164;SGF25;1113;111321;;
SG0165;SGF36;1113;111311;;
SG0166;SGF48;1113;111311;39.128737;-9.228099
SG0167;SGF51;1113;;;
SG0168;SGF56;1113;111306;39.03874;-9.326073
SG0169;SGF58;1113;111321;;
SG0170;SGF67;1113;;;
SG0171;SGF69;1113;111314;;
SG0172;SGF89;1113;111314;39.05493;-9.411294
SG0173;SGJ08;1113;111306;39.03098;-9.320087
SG0174;SGJ15;1113;111321;39.12993;-9.296893
SG0175;SGJ19;1113;111325;39.14954;-9.173088
SG0176;SGJ21;1113;111321;;
SG0177;SGJ28;1113;111325;39.131729;-9.156777
SG0178;SGJ40;1113;111321;39.130159;-9.304575
SG0179;SGJ49;1113;;;
SG0180;SGJ55;1113;111311;39.141759;-9.23627
SG0181;SGJ81;1113;111323;39.0832;-9.179707
SG0182;SGK07;1113;111314;;
SG0183;SGK16;1113;111323;39.03657;-9.136981
SG0184;SGK24;1113;;;
SG0185;SGK40;1113;;;
SG0186;SGK41;1113;111323;39.090341;-9.153971
SG0187;SGK42;1113;;;
SG0188;SGK46;1113;;;
SG0189;SGK48;1113;111311;39.1396;-9.219477
SG0190;SGK52;1113;111321;;
SG0191;SGK54;1113;111321;39.146746;-9.323274
SG0192;SGK58;1113;;;
SG0193;SGK65;1113;111310;39.096709;-9.308791
SG0194;SGR09;1113;111326;39.119231;-9.233466
SG0195;SGR10;1113;111311;39.14145;-9.235709
SG0196;SGR32;1113;111314;39.092159;-9.381567
SG0197;SGR42;1113;111318;39.06763;-9.313852
SG0198;SGR46;1113;111321;39.1412;-9.35595
SH0001;SH05G;1101;;;
SH0002;SH07B;1101;;;
SH0003;SH07D;1101;;;
SH0004;SH08E;1101;110113;39.10594;-9.073247
SH0005;SH09F;1101;110119;39.056754;-9.049136
SH0006;SH0AF;1101;110118;39.078041;-9.099111
SH0007;SH0AU;1101;110113;39.125499;-9.075594
SH0008;SH0G3;1101;110118;;
SH0009;SH0G4;1101;110113;;
SH0010;SH10F;1101;110118;39.09764;-9.084646
SH0011;SH11E;1101;;;
SH0012;SH11G;1101;110108;39.09875;-9.05965
SH0013;SH18G;1101;110107;39.07254;-9.056499
SH0014;SH1B0;1101;110118;39.109624;-9.134147
SH0015;SH1C6;1101;110117;39.152669;-9.040996
SH0016;SH1D0;1101;110107;39.07701;-9.037982
SH0017;SH20G;1101;110117;39.15972;-9.069369
SH0018;SH21A;1101;110107;39.092735;-9.024746
SH0019;SH22B;1101;110117;39.139277;-9.043805
SH0020;SH24E;1101;110114;39.169617;-9.118708
SH0021;SH27D;1101;110121;39.071187;-9.067322
SH0022;SH29D;1101;;;
SH0023;SH2A0;1101;;;
SH0024;SH2D2;1101;110117;39.155755;-9.059151
SH0025;SH2D6;1101;110118;39.074934;-9.098
SH0026;SH2D7;1101;110108;39.10627;-9.054056
SH0027;SH2G2;1101;110119;39.03216;-9.032699
SH0028;SH30B;1101;110106;39.05155;-9.07225
SH0029;SH38E;1101;110117;39.150004;-9.045877
SH0030;SH3A3;1101;110118;39.08572;-9.099459
SH0031;SH3AP;1101;110121;39.07852;-9.080169
SH0032;SH3B0;1101;110113;39.121387;-9.089273
SH0033;SH3B5;1101;110118;39.105559;-9.099701
SH0034;SH3C5;1101;110121;39.039727;-9.094481
SH0035;SH3D5;1101;110121;;
SH0036;SH41E;1101;110120;39.01642;-8.999663
SH0037;SH46F;1101;110120;;
SH0038;SH49G;1101;110118;39.069645;-9.123686
SH0039;SH4A6;1101;110119;39.086511;-8.9905
SH0040;SH4AR;1101;110109;39.08217;-8.957187
SH0041;SH4B0;1101;110113;39.119316;-9.068434
SH0042;SH4C1;1101;110117;39.158838;-9.048405
SH0043;SH50E;1101;;;
SH0044;SH51A;1101;110121;;
SH0045;SH59D;1101;110119;39.075908;-8.972534
SH0046;SH5A6;1101;;;
SH0047;SH5A8;1101;110106;39.046726;-9.069263
SH0048;SH5AF;1101;110118;39.08617;-9.061798
SH0049;SH5AN;1101;110119;39.073836;-8.972761
SH0050;SH5B0;1101;110108;39.11009;-9.064081
SH0051;SH5B3;1101;110117;39.14347;-9.011058
SH0052;SH5D2;1101;110117;39.147167;-9.023128
SH0053;SH5D7;1101;110117;39.14106;-9.049005
SH0054;SH62E;1101;110119;39.06044;-8.997696
SH0055;SH63D;1101;110113;;
SH0056;SH6A3;1101;110109;39.116385;-8.992174
SH0057;SH6C7;1113;111323;39.095396;-9.158208
SH0058;SH6D1;1101;110121;39.057688;-9.121061
SH0059;SH6D5;1101;110113;39.11184;-9.10961
SH0060;SH6G5;1101;110119;39.08625;-9.021641
SH0061;SH72A;1101;110117;39.14327;-9.036485
SH0062;SH72G;1101;110118;39.08034;-9.090683
SH0063;SH77A;1101;110117;39.14935;-9.036558
SH0064;SH78G;1101;110119;39.06406;-8.986395
SH0065;SH7D0;1101;110117;39.14112;-9.050301
SH0066;SH7D4;1101;;;
SH0067;SH7D6;1101;110108;39.108284;-9.050913
SH0068;SH7G1;1101;110119;39.068073;-8.988224
SH0069;SH82G;1101;110113;39.123269;-9.119892
SH0070;SH84G;1101;110117;39.11129;-9.016548
SH0071;SH89B;1101;;;
SH0072;SH8AE;1101;110118;39.10318;-9.145181
SH0073;SH8AF;1101;110118;39.115514;-9.131717
SH0074;SH8AJ;1101;110109;39.13311;-8.938648
SH0075;SH8D1;1101;110108;39.109002;-9.060269
SH0076;SH8D4;1101;;;
SH0077;SH8D6;1101;110118;39.09869;-9.143337
SH0078;SH93E;1101;110107;;
SH0079;SH94F;1101;110109;39.104639;-8.959686
SH0080;SH9A2;1101;110117;;
SH0081;SH9A4;1101;110106;39.03087;-9.093304
SH0082;SHA11;1101;110119;39.07079;-9.007771
SH0083;SHA29;1101;;;
SH0084;SHA75;1101;;;
SH0085;SHA82;1101;110117;39.147655;-9.066875
SH0086;SHC98;1101;;;
SH0087;SHD05;1101;;;
SH0088;SHD15;1101;;;
SH0089;SHD32;1101;110109;39.13213;-8.991225
SH0090;SHD40;1101;110106;39.049559;-9.059882
SH0091;SHD75;1101;110114;39.13335;-9.118424
SH0092;SHE51;1101;110117;39.11321;-9.025971
SH0093;SHE57;1101;110118;39.10292;-9.11734
SH0094;SHE62;1101;110117;39.131734;-9.016023
SH0095;SHE81;1101;110119;;
SH0096;SHE93;1101;110117;39.15154;-9.061094
SJ0001;SJ01F;1103;110304;39.05306;-8.867605
SJ0002;SJ04B;1103;;;
SJ0003;SJ06A;1103;110304;39.11262;-8.908663
SJ0004;SJ06B;1103;110302;39.10919;-8.843886
SJ0005;SJ06E;1103;110304;39.10865;-8.902148
SJ0006;SJ06X;1103;110302;39.0882;-8.827246
SJ0007;SJ07A;1103;110304;39.092916;-8.911764
SJ0008;SJ08E;1103;110301;39.1959;-8.959837
SJ0009;SJ08X;1103;110303;39.15442;-8.924497
SJ0010;SJ09X;1103;110310;39.187754;-8.836508
SJ0011;SJ0AA;1103;110304;39.086664;-8.904244
SJ0012;SJ13E;1103;110303;39.133548;-8.917307
SJ0013;SJ15B;1103;;;
SJ0014;SJ1A6;1103;110304;39.099898;-8.914135
SJ0015;SJ1A7;1103;110307;39.02849;-8.919857
SJ0016;SJ1A9;1103;110304;39.0584;-8.896741
SJ0017;SJ1AK;1103;110310;39.19197;-8.82263
SJ0018;SJ1D6;1103;110304;;
SJ0019;SJ21A;1103;110301;39.21622;-8.960779
SJ0020;SJ24A;1103;110303;39.149837;-8.935116
SJ0021;SJ24X;1103;110310;39.22451;-8.862366
SJ0022;SJ25A;1103;;;
SJ0023;SJ30A;1103;;;
SJ0024;SJ34A;1103;110303;39.13673;-8.923396
SJ0025;SJ36X;1103;110301;39.18256;-8.963827
SJ0026;SJ3A3;1103;;;
SJ0027;SJ3A8;1103;110304;39.072891;-8.884874
SJ0028;SJ3AG;1103;110304;39.10147;-8.914548
SJ0029;SJ41A;1103;110301;39.18514;-8.971512
SJ0030;SJ4A3;1103;;;
SJ0031;SJ50X;1103;110304;39.03577;-8.819646
SJ0032;SJ55X;1103;110302;39.1191;-8.84948
SJ0033;SJ58X;1103;110303;39.14469;-8.932334
SJ0034;SJ5A1;1103;110301;;
SJ0035;SJ7N7;1103;110304;39.07695;-8.909728
SJ0036;SJ87A;1103;110301;39.21622;-8.935066
SJ0037;SJ89A;1103;110304;39.0689;-8.893164
SJ0038;SJ8A2;1103;;;
SJ0039;SJ8A4;1103;110302;39.10488;-8.842405
SJ0040;SJ8A5;1103;110310;39.22536;-8.850367
SJ0041;SJ8AH;1103;110306;39.11962;-8.896502
SJ0042;SJ8D5;1103;110303;39.13435;-8.909647
SJ0043;SJ8N9;1103;110303;39.133415;-8.90869
SJ0044;SJ91A;1103;110304;39.10013;-8.90829
SJ0045;SJ92A;1103;110304;39.0566;-8.885157
SJ0046;SJ9A2;1103;110303;39.145951;-8.912816
SJ0047;SJ9AB;1103;110306;39.118092;-8.90222
SJ0048;SJ9N4;1103;110303;;
SJ0049;SJA05;1103;110303;39.14389;-8.932847
SJ0050;SJB64;1103;110310;39.19307;-8.827701
SJ0051;SJD25;1103;110302;39.116436;-8.866489
SJ0052;SJD30;1103;110304;39.110902;-8.906181
SJ0053;SJD32;1103;110304;39.061253;-8.898066
SJ0054;SJD40;1103;110306;39.111356;-8.879657
SJ0055;SJD65;1103;;;
SJ0056;SJG21;1103;110304;39.090086;-8.904563
SJ0057;SJG34;1103;;;
SJ0058;SJG64;1103;110302;;
SJ0059;SJG65;1103;110304;39.06643;-8.84143
SJ0060;SJG66;1103;;;
SJ0061;SJG77;1103;110304;39.056951;-8.869808
SJ0062;SJN11;1103;110301;39.19538;-8.966001
SJ0063;SJN24;1103;110303;39.142196;-8.925528
SJ0064;SJN26;1103;110303;;
SJ0065;SJN38;1103;110303;39.12583;-8.918386
SJ0066;SJN43;1103;110303;;
SJ0067;SJN53;1103;110303;39.13596;-8.911761
SJ0068;SJN60;1103;110304;;
SJ0069;SJN69;1103;;;
SJ0070;SJN71;1103;;;
SJ0071;SJN82;1103;110306;;
SJ0072;SJN84;1103;110303;;
SJ0073;SJN90;1103;110304;;
SJ0074;SJO21;1103;110304;39.068742;-8.863945
SK0001;SK0A8;1415;141502;39.0493;-8.72887
SK0002;SK0AH;1415;141508;39.00538;-8.73163
SK0003;SK1D1;1406;140605;39.111918;-8.726127
SK0004;SK23A;1415;;;
SK0005;SK24E;1415;141508;39.04189;-8.739501
SK0006;SK2AF;1415;141507;39.08232;-8.651218
SK0007;SK2AG;1415;141508;39.01766;-8.761762
SK0008;SK2D1;1415;141503;39.077114;-8.724037
SK0009;SK2D4;1415;;;
SK0010;SK31E;1415;141502;39.02395;-8.702741
SK0011;SK37E;1415;141502;39.043693;-8.670909
SK0012;SK3AB;1415;141508;38.979912;-8.71828
SK0013;SK3AD;1415;141503;39.10538;-8.629258
SK0014;SK3D6;1415;;;
SK0015;SK4D1;1415;141508;39.04395;-8.797857
SK0016;SK4D2;1415;;;
SK0017;SK4D9;1415;141507;38.99077;-8.66085
SK0018;SK5AG;1415;141502;39.01449;-8.683215
SK0019;SK6AG;1415;141502;39.00296;-8.670955
SK0020;SK6D6;1415;141502;39.0598;-8.702084
SK0021;SK71A;1415;141507;39.005444;-8.640434
SK0022;SK73A;1415;141508;39.035533;-8.7258
SK0023;SK77A;1405;140501;38.991019;-8.859917
SK0024;SK78E;1415;;;
SK0025;SK87E;1415;141508;38.99423;-8.738118
SK0026;SK8A4;1407;140709;39.11401;-8.378521
SK0027;SK8AE;1415;141508;38.978821;-8.714177
SK0028;SKD13;1415;;;
SK0029;SKD59;1415;141508;39.002406;-8.713576
SK0030;SKD87;1415;;;
SK0031;SKD99;1415;141507;38.998452;-8.672405
SK0032;SKZ17;1415;141507;39.08333;-8.658029
SK0033;SKZ22;1415;141507;38.99108;-8.640747
SK0034;SKZ23;1415;141502;39.061468;-8.703813
SL0001;SL02H;1109;110911;38.91876;-9.181781
SL0002;SL05C;1109;110911;;
SL0003;SL05G;1109;;;
SL0004;SL06A;1109;;;
SL0005;SL06F;1109;110904;39.0612;-9.388682
SL0006;SL06W;1109;110919;;
SL0007;SL07E;1109;;;
SL0008;SL09H;1109;110911;38.951185;-9.239682
SL0009;SL0AJ;1109;110922;38.91157;-9.268556
SL0010;SL0AK;1109;110904;39.04165;-9.398413
SL0011;SL0AN;1109;110922;38.910317;-9.255818
SL0012;SL0AP;1109;110906;38.96166;-9.391661
SL0013;SL0BC;1109;110904;38.993374;-9.3635
SL0014;SL0C2;1109;110904;39.024255;-9.388258
SL0015;SL0C3;1109;110909;;
SL0016;SL0D1;1109;110922;38.880861;-9.23537
SL0017;SL0D9;1109;110922;38.878151;-9.243491
SL0018;SL0F7;1109;110920;38.901073;-9.299082
SL0019;SL0G4;1109;;;
SL0020;SL0G6;1109;110911;38.93736;-9.203512
SL0021;SL0H2;1109;110919;38.998002;-9.236387
SL0022;SL11G;1109;110911;38.941927;-9.221916
SL0023;SL12A;1109;110919;38.987542;-9.240923
SL0024;SL12H;1109;;;
SL0025;SL13D;1109;110920;38.91592;-9.311867
SL0026;SL13F;1109;;;
SL0027;SL14C;1109;110919;38.974899;-9.235233
SL0028;SL18F;1109;110909;38.94459;-9.37018
SL0029;SL19G;1109;110919;38.97782;-9.221406
SL0030;SL1AJ;1109;110922;38.90343;-9.262431
SL0031;SL1AL;1109;110920;38.901289;-9.300631
SL0032;SL1E0;1109;110922;38.8998;-9.262787
SL0033;SL1F5;1109;110911;38.958413;-9.245303
SL0034;SL1G3;1109;110919;38.983641;-9.21506
